STT,Miền,Vùng,Khu vực,Mã NPP,Tên NPP,Mã NV,Tên NV,Mã KH,Tên KH,Số nhà/Khu,Tên đường/Xã/Phường,TP (Tx)/Quận (Huyện),Mã đơn hàng,Trạng thái,Loại đơn,Mã sản phẩm,Tên sản phẩm,Ngày lấy đơn,Số lượng (Lẻ),Hàng bán (Thùng),Hàng bán (Hộp/bịch),Hàng KM (Thùng),Hàng KM (hộp/bịch),Đơn giá lẻ,Đơn giá thùng,Thành tiền,Chiết khấu (Lì xì),"Mã CTKM 
 (Mua hàng/Voucher/Phiếu thu hồi)","Tên CTKM 
 (Mua hàng/Voucher/Phiếu thu hồi)","Số lượng/Điểm trả thưởng 
 (Game/Voucher/Loyalty)","Mã chương trình 
 (Game/Voucher/Loyalty)"," Tên chương trình 
 (Game/Voucher/Loyalty)"
8538,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002663,Đã duyệt,Đơn bán,FACA05,Cl.36h,10/05/2024 16:25:48,36,1,0,,,4555,163963,163963,24594,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
8539,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002663,Đã duyệt,Đơn bán,FACA06,Cl.40b,10/05/2024 16:25:48,40,1,0,,,3780,151200,151200,21168,KM4871COOP,KM CO.OP TỪ 11/04-15/05/2024,,,
8540,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002663,Đã duyệt,Đơn bán,FACA04,Ca.10h,10/05/2024 16:25:48,10,1,0,,,19636,196363,196363,33382,KM6965CKCOOP,KM CO.OP TỪ 02/05-29/05/2024,,,
8541,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002663,Đã duyệt,Đơn bán,FANC03,Fa.10h,10/05/2024 16:25:48,10,1,0,,,19636,196363,196363,33382,KM6965CKCOOP,KM CO.OP TỪ 02/05-29/05/2024,,,
8542,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002707,Đã duyệt,Đơn bán,FANC02,Fa.40b,24/05/2024 11:18:17,40,1,0,,,3682,147273,147273,19145,KM6965CKCOOP,KM CO.OP TỪ 02/05-29/05/2024,,,
8543,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002707,Đã duyệt,Đơn bán,FANC03,Fa.10h,24/05/2024 11:18:17,10,1,0,,,19636,196363,196363,33382,KM6965CKCOOP,KM CO.OP TỪ 02/05-29/05/2024,,,
8544,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002707,Đã duyệt,Đơn bán,FANC01,Fa.36h,24/05/2024 11:18:17,72,2,0,,,4391,158073,316146,44261,"KM7964CKCOOP, KM7968CKCOOP","KM CO.OP TỪ 16/05-12/06/2024, KM CO.OPFOOD TỪ 16/05-12/06/2024",,,
8545,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002707,Đã duyệt,Đơn bán,FANC04,Fl.36h,24/05/2024 11:18:17,36,1,0,,,4391,158073,158073,26872,"KM7964CKCOOP, KM7968CKCOOP","KM CO.OP TỪ 16/05-12/06/2024, KM CO.OPFOOD TỪ 16/05-12/06/2024",,,
8546,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002707,Đã duyệt,Đơn bán,FACA01,Ca.36h,24/05/2024 11:18:17,36,1,0,,,4555,163963,163963,0,,,,,
8547,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002707,Đã duyệt,Đơn bán,FACA06,Cl.40b,24/05/2024 11:18:17,40,1,0,,,3780,151200,151200,0,,,,,
8548,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002752,Đã duyệt,Đơn bán,FACA05,Cl.36h,06/06/2024 13:40:05,72,2,0,,,4555,163963,327926,55748,"KM8243CKCOOP, KM8245CKCF","KM CO.OP TỪ 30/05-03/07/2024, KM CO.OPFOOD TỪ 30/05-03/07/2024",,,
8549,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002752,Đã duyệt,Đơn bán,FACA01,Ca.36h,06/06/2024 13:40:05,72,2,0,,,4555,163963,327926,45910,"KM8243CKCOOP, KM8245CKCF","KM CO.OP TỪ 30/05-03/07/2024, KM CO.OPFOOD TỪ 30/05-03/07/2024",,,
8550,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002752,Đã duyệt,Đơn bán,FAGS01,Gl.36h,06/06/2024 13:40:05,36,,,1,0,5700,205200,0,,KM8237SPGL36H - N1,KM DÙNG THỬ SP GL.36H TỪ 30/05-03/07/2024 - Phát mẫu dùng thử SP GL.36h,,,
8551,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002752,Đã duyệt,Đơn bán,FAGS02,Gn.36h,06/06/2024 13:40:05,72,,,2,0,5700,205200,0,,KM8237SPGN36H - N1,KM DÙNG THỬ SP Gn.36H TỪ 30/05-03/07/2024 - Phát mẫu dùng thử SP Gn.36h,,,
8552,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002761,Đã duyệt,Đơn bán,FACA01,Ca.36h,06/06/2024 14:53:47,108,3,0,,,4555,163963,491889,68865,"KM8243CKCOOP, KM8245CKCF","KM CO.OP TỪ 30/05-03/07/2024, KM CO.OPFOOD TỪ 30/05-03/07/2024",,,
8553,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002761,Đã duyệt,Đơn bán,FACA05,Cl.36h,06/06/2024 14:53:47,36,1,0,,,4555,163963,163963,27873,"KM8243CKCOOP, KM8245CKCF","KM CO.OP TỪ 30/05-03/07/2024, KM CO.OPFOOD TỪ 30/05-03/07/2024",,,
8554,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002763,Đã duyệt,Đơn bán,FACA01,Ca.36h,06/06/2024 15:01:02,108,3,0,,,4555,163963,491889,68865,"KM8243CKCOOP, KM8245CKCF","KM CO.OP TỪ 30/05-03/07/2024, KM CO.OPFOOD TỪ 30/05-03/07/2024",,,
8555,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002763,Đã duyệt,Đơn bán,FACA05,Cl.36h,06/06/2024 15:01:02,36,1,0,,,4555,163963,163963,27873,"KM8243CKCOOP, KM8245CKCF","KM CO.OP TỪ 30/05-03/07/2024, KM CO.OPFOOD TỪ 30/05-03/07/2024",,,
8556,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002763,Đã duyệt,Đơn bán,FAGS01,Gl.36h,06/06/2024 15:01:02,36,,,1,0,5700,205200,0,,KM8237SPGL36H - N1,KM DÙNG THỬ SP GL.36H TỪ 30/05-03/07/2024 - Phát mẫu dùng thử SP GL.36h,,,
8557,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002763,Đã duyệt,Đơn bán,FAGS02,Gn.36h,06/06/2024 15:01:02,72,,,2,0,5700,205200,0,,KM8237SPGN36H - N1,KM DÙNG THỬ SP Gn.36H TỪ 30/05-03/07/2024 - Phát mẫu dùng thử SP Gn.36h,,,
8558,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002770,Đã duyệt,Đơn bán,FANC05,Fl.40b,10/06/2024 08:42:29,80,2,0,,,3682,147273,294546,50073,KM7964CKCOOP,KM CO.OP TỪ 16/05-12/06/2024,,,
8559,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002770,Đã duyệt,Đơn bán,FACA02,Ca.40b,10/06/2024 08:42:29,80,2,0,,,3780,151200,302400,36288,KM7964CKCOOP,KM CO.OP TỪ 16/05-12/06/2024,,,
8560,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002770,Đã duyệt,Đơn bán,FANC04,Fl.36h,10/06/2024 08:42:29,36,1,0,,,4391,158073,158073,26872,"KM7964CKCOOP, KM7968CKCOOP","KM CO.OP TỪ 16/05-12/06/2024, KM CO.OPFOOD TỪ 16/05-12/06/2024",,,
8561,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002770,Đã duyệt,Đơn bán,FANC03,Fa.10h,10/06/2024 08:42:29,10,1,0,,,19636,196363,196363,33382,KM8243CKCOOP,KM CO.OP TỪ 30/05-03/07/2024,,,
8562,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002770,Đã duyệt,Đơn bán,FACA04,Ca.10h,10/06/2024 08:42:29,10,1,0,,,19636,196363,196363,33382,KM8243CKCOOP,KM CO.OP TỪ 30/05-03/07/2024,,,
8563,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002770,Đã duyệt,Đơn bán,FANC02,Fa.40b,10/06/2024 08:42:29,80,2,0,,,3682,147273,294546,35346,KM8243CKCOOP,KM CO.OP TỪ 30/05-03/07/2024,,,
8564,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002770,Đã duyệt,Đơn bán,FACA01,Ca.36h,10/06/2024 08:42:29,36,1,0,,,4555,163963,163963,22955,"KM8243CKCOOP, KM8245CKCF","KM CO.OP TỪ 30/05-03/07/2024, KM CO.OPFOOD TỪ 30/05-03/07/2024",,,
8565,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002770,Đã duyệt,Đơn bán,FACA06,Cl.40b,10/06/2024 08:42:29,80,2,0,,,3780,151200,302400,0,,,,,
8566,MIỀN NAM,ĐÔNG NAM BỘ,ĐÔNG NAM BỘ 01,650026,NM_Khương Thắng - Bình Dương,6004635,Lê Văn Hội,C65006424,Coopfood BD CC Samsora Riverside,"1.01-1.02,Block A, Khu căn hộ Sacom Bình Thắng,207A đường QL1A",KP Quyết Thắng-Phường Bình An,Thành phố Dĩ An-Tỉnh Bình Dương,IN002836,Đã duyệt,Đơn bán,FANC03,Fa.10h,27/06/2024 18:03:17,10,1,0,,,19636,196363,196363,33382,KM8243CKCOOP,KM CO.OP TỪ 30/05-03/07/2024,,,
